time_s,centered_signal,filtered_signal,is_peak
274.8,-0.3344521353827328,-0.04405802242409841,0
274.82,-0.3291408495362881,-0.042880509241149285,0
274.84000000000003,-0.3210973712754017,-0.041633430848081944,0
274.86,-0.3249379509856037,-0.04031974080926154,0
274.88,-0.3370020535496704,-0.03894262650471553,0
274.90000000000003,-0.3312328227804308,-0.03750550086010653,0
274.92,-0.32546359201120767,-0.03601199250161904,0
274.94,-0.32608761084951315,-0.0344659343165291,0
274.96,-0.3288427128903281,-0.0328713504178539,0
274.98,-0.328358240840632,-0.031232441531039063,0
275.0,-0.3203812843189074,-0.029553568840869276,0
275.02,-0.31278128431891605,-0.027839236357581097,0
275.04,-0.30518128431890307,-0.026094071882362353,0
275.06,-0.2981012843189057,-0.02432280667248677,0
275.08,-0.29779906209667273,-0.022530253922854796,0
275.1,-0.30724350654114,-0.020721286192055703,0
275.12,-0.31668795098558045,-0.018900811907544363,0
275.14,-0.3149275343189042,-0.017073751088699574,0
275.16,-0.3089483676522348,-0.015245010432309102,0
275.18,-0.3082192009855688,-0.013419457915407256,0
275.2,-0.3074900343189028,-0.011601897085464953,0
275.22,-0.2946879509855514,-0.009797041225305217,0
275.24,-0.2767117605093658,-0.008009487597005479,0
275.26,-0.2790212843189018,-0.006243691983129828,0
275.28000000000003,-0.28401280974261106,-0.004503943752446164,0
275.3,-0.27274162330194834,-0.002794341678848856,0
275.32,-0.2614704368612856,-0.0011187707368157888,0
275.34000000000003,-0.26811503431892214,0.0005191199135210576,0
275.36,-0.2882457741148207,0.00211593755233307,0
275.38,-0.28314373329849657,0.003668564954397855,0
275.40000000000003,-0.27804169248215793,0.005174177706567114,0
275.42,-0.27536274773353375,0.00663025963781721,0
275.44,-0.2732895770018282,0.008034616221203092,0
275.46,-0.2697244093189029,0.00938538581410898,0
275.48,-0.263724772690959,0.010681048610555858,0
275.5,-0.24674802850493038,0.011920433188866987,0
275.52,-0.22977128431890176,0.013102720550758264,0
275.54,-0.24021771289034305,0.014227445565733077,0
275.56,-0.25066414146175464,0.015294495759995374,0
275.58,-0.26135461765221524,0.016304107422552228,0
275.6,-0.2640076479552599,0.017256859039168772,0
275.62,-0.2556440115916322,0.018153662100921536,0
275.64,-0.24728037522800445,0.018995749363387684,0
